source_code,source_name,target_code,target_name,weight
p01.a,Paddy rice,,Agric,1.0
p01.b,Wheat,,Agric,1.0
p01.c,Cereal grains nec,,Agric,1.0
p01.d,"Vegetables, fruit, nuts",,Agric,1.0
p01.e,Oil seeds,,Agric,1.0
p01.f,"Sugar cane, sugar beet",,Agric,1.0
p01.g,Plant-based fibers,,Agric,1.0
p01.h,Crops nec,,Agric,1.0
p01.i,Cattle,,Agric,1.0
p01.j,Pigs,,Agric,1.0
p01.k,Poultry,,Agric,1.0
p01.l,Meat animals nec,,Agric,1.0
p01.m,Animal products nec,,Agric,1.0
p01.n,Raw milk,,Agric,1.0
p01.o,"Wool, silk-worm cocoons",,Agric,1.0
p01.w.1,Manure (conventional treatment),,Agric,1.0
p01.w.2,Manure (biogas treatment),,Agric,1.0
p02,"Products of forestry, logging and related services (02)",,Agric,1.0
p05,Fish and other fishing products; services incidental of fishing (05),,Agric,1.0
p10.a,Anthracite,,Mining,1.0
p10.b,Coking Coal,,Mining,1.0
p10.c,Other Bituminous Coal,,Mining,1.0
p10.d,Sub-Bituminous Coal,,Mining,1.0
p10.e,Patent Fuel,,Mining,1.0
p10.f,Lignite/Brown Coal,,Mining,1.0
p10.g,BKB/Peat Briquettes,,Mining,1.0
p10.h,Peat,,Mining,1.0
p11.a,"Crude petroleum and services related to crude oil extraction, excluding surveying",,Mining,1.0
p11.b,"Natural gas and services related to natural gas extraction, excluding surveying",,Mining,1.0
p11.b.1,Natural Gas Liquids,,Mining,1.0
p11.c,Other Hydrocarbons,,Mining,1.0
p12,Uranium and thorium ores (12),,Mining,1.0
p13.1,Iron ores,,Mining,1.0
p13.20.11,Copper ores and concentrates,,Mining,1.0
p13.20.12,Nickel ores and concentrates,,Mining,1.0
p13.20.13,Aluminium ores and concentrates,,Mining,1.0
p13.20.14,Precious metal ores and concentrates,,Mining,1.0
p13.20.15,"Lead, zinc and tin ores and concentrates",,Mining,1.0
p13.20.16,Other non-ferrous metal ores and concentrates,,Mining,1.0
p14.1,Stone,,Mining,1.0
p14.2,Sand and clay,,Mining,1.0
p14.3,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",,Mining,1.0
p15.a,Products of meat cattle,,Manufacturing,1.0
p15.b,Products of meat pigs,,Manufacturing,1.0
p15.c,Products of meat poultry,,Manufacturing,1.0
p15.d,Meat products nec,,Manufacturing,1.0
p15.e,products of Vegetable oils and fats,,Manufacturing,1.0
p15.f,Dairy products,,Manufacturing,1.0
p15.g,Processed rice,,Manufacturing,1.0
p15.h,Sugar,,Manufacturing,1.0
p15.i,Food products nec,,Manufacturing,1.0
p15.j,Beverages,,Manufacturing,1.0
p15.k,Fish products,,Manufacturing,1.0
p16,Tobacco products (16),,Manufacturing,1.0
p17,Textiles (17),,Manufacturing,1.0
p18,Wearing apparel; furs (18),,Manufacturing,1.0
p19,Leather and leather products (19),,Manufacturing,1.0
p20,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),,Manufacturing,1.0
p20.w,"Wood material for treatment, Re-processing of secondary wood material into new wood material",,Manufacturing,1.0
p21.1,Pulp,,Manufacturing,1.0
p21.w.1,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",,Manufacturing,1.0
p21.2,Paper and paper products,,Manufacturing,1.0
p22,Printed matter and recorded media (22),,Manufacturing,1.0
p23.1.a,Coke Oven Coke,,Manufacturing,1.0
p23.1.b,Gas Coke,,Manufacturing,1.0
p23.1.c,Coal Tar,,Manufacturing,1.0
p23.20.a,Motor Gasoline,,Manufacturing,1.0
p23.20.b,Aviation Gasoline,,Manufacturing,1.0
p23.20.c,Gasoline Type Jet Fuel,,Manufacturing,1.0
p23.20.d,Kerosene Type Jet Fuel,,Manufacturing,1.0
p23.20.e,Kerosene,,Manufacturing,1.0
p23.20.f,Gas/Diesel Oil,,Manufacturing,1.0
p23.20.g,Heavy Fuel Oil,,Manufacturing,1.0
p23.20.h,Refinery Gas,,Manufacturing,1.0
p23.20.i,Liquefied Petroleum Gases (LPG),,Manufacturing,1.0
p23.20.j,Refinery Feedstocks,,Manufacturing,1.0
p23.20.k,Ethane,,Manufacturing,1.0
p23.20.l,Naphtha,,Manufacturing,1.0
p23.20.m,White Spirit & SBP,,Manufacturing,1.0
p23.20.n,Lubricants,,Manufacturing,1.0
p23.20.o,Bitumen,,Manufacturing,1.0
p23.20.p,Paraffin Waxes,,Manufacturing,1.0
p23.20.q,Petroleum Coke,,Manufacturing,1.0
p23.20.r,Non-specified Petroleum Products,,Manufacturing,1.0
p23.3,Nuclear fuel,,Manufacturing,1.0
p24.a,"Plastics, basic",,Manufacturing,1.0
p24.a.w,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",,Manufacturing,1.0
p24.b,N-fertiliser,,Manufacturing,1.0
p24.c,P- and other fertiliser,,Manufacturing,1.0
p24.d,Chemicals nec,,Manufacturing,1.0
p24.e,Charcoal,,Manufacturing,1.0
p24.f,Additives/Blending Components,,Manufacturing,1.0
p24.g,Biogasoline,,Manufacturing,1.0
p24.h,Biodiesels,,Manufacturing,1.0
p24.i,Other Liquid Biofuels,,Manufacturing,1.0
p25,Rubber and plastic products (25),,Manufacturing,1.0
p26.a,Glass and glass products,,Manufacturing,1.0
